Source,Lead_Id,Disposition,DispositionDate,CreditResponse,MonitoringRate,AdditionalEquipment
GOOGLEPPC,INBOUND,SOLD,1/1/14 12:39 PM,APPROVED 0,41.99,0
GOOGLEPPC,152586,CALLBACK,1/9/14 10:12 AM,,0,0
GOOGLEPPC,152618,BAD PHONE,1/9/14 10:19 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/2/14 7:47 AM,,0,0
GOOGLEPPC,152703,KILL LEAD,1/5/14 1:42 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,1/2/14 10:15 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 11:03 AM,,0,0
GOOGLEPPC,152733,UNDER CONTRACT,1/13/14 11:46 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/2/14 12:26 PM,,0,0
GOOGLEPPC,152791,ANSWERING MACHINE,1/9/14 9:28 AM,,0,0
GOOGLEPPC,152796,ANSWERING MACHINE,1/9/14 9:36 AM,,0,0
BINGPPC,152807,CALLBACK,1/9/14 9:21 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/2/14 2:59 PM,APPROVED 0,51.99,0
BINGPPC,152819,KILL LEAD,1/2/14 3:08 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 3:40 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/2/14 3:55 PM,,0,0
PROTECTAMERICA,MANUAL,PNS,NULL,,0,0
GOOGLEPPC,152848,UNDER CONTRACT,1/3/14 11:41 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 8:36 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/2/14 8:20 PM,,0,0
BINGPPC,152966,BAD PHONE,1/3/14 9:33 AM,,0,0
GOOGLEPPC,152980,CALLBACK,1/8/14 5:37 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 10:26 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/3/14 11:43 AM,APPROVED DCS,0,0
GOOGLEPPC,153022,UNDER CONTRACT,1/6/14 4:08 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 12:50 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,1/8/14 11:37 AM,,0,0
BINGPPC,INBOUND,PNS,1/3/14 3:05 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,HAS PA,1/6/14 3:05 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/3/14 4:43 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,1/9/14 7:33 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/4/14 12:00 PM,,0,0
BINGPPC,153238,KILL LEAD,1/5/14 3:32 PM,,0,0
GOOGLEPPC,153243,ANSWERING MACHINE,1/11/14 11:37 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/4/14 2:49 PM,APPROVED 0,49.99,0
BINGPPC,153261,DROPPED CALL,1/11/14 2:36 PM,,0,0
PROTECT AMERICA,153279,SOLD,1/4/14 6:51 PM,APPROVED 0,54.99,0
PROTECT AMERICA,INBOUND,SOLD,1/5/14 11:59 AM,APPROVED 0,49.99,0
GOOGLEPPC,153362,NOT SERVICABLE,1/5/14 2:02 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/5/14 3:37 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/8/14 4:48 PM,,0,0
GOOGLEPPC,153443,SOLD,1/8/14 10:43 AM,APPROVED 0,48.99,0
BINGPPC,153481,ANSWERING MACHINE,1/8/14 9:30 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/6/14 9:44 AM,,0,0
PROTECTAMERICA,MANUAL,,NULL,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 10:36 AM,,0,0
GOOGLEPPC,153518,ANSWERING MACHINE,1/15/14 12:00 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 1:18 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/28/13 12:52 PM,APPROVED 0,41.99,0
GOOGLE CALL METRICS,INBOUND,PNS,12/28/13 3:10 PM,,0,0
GOOGLEPPC,151830,,NULL,,0,0
GOOGLEPPC,151909,BAD PHONE,12/30/13 10:47 AM,,0,0
BINGPPC,151915,UNDER CONTRACT,1/2/14 6:36 PM,,0,0
GOOGLEPPC,151972,DNC,1/1/14 12:50 PM,,0,0
PROTECT AMERICA,151997,BAD PHONE,12/30/13 10:00 AM,,0,0
GOOGLEPPC,152009,DNC,1/13/14 8:43 AM,,0,0
GOOGLEPPC,152087,KILL LEAD,12/30/13 7:22 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/30/13 10:04 AM,,0,0
BINGPPC,INBOUND,SOLD,12/30/13 10:37 AM,APPROVED 0,48.99,99
GOOGLEPPC,INBOUND,SOLD,12/30/13 1:40 PM,APPROVED 0,47.99,0
GOOGLEPPC,152148,ANSWERING MACHINE,1/1/14 9:46 AM,,0,0
BINGPPC,INBOUND,PNS,12/30/13 1:28 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/30/13 1:38 PM,,0,0
BINGPPC,152162,UNDER CONTRACT,1/4/14 3:45 PM,,0,0
BINGPPC,INBOUND,PNS,12/30/13 2:18 PM,,0,0
PROTECT AMERICA,152182,SOLD,12/30/13 2:38 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND CALLBACK,UNDER CONTRACT,1/8/14 5:41 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 4:12 PM,APPROVED 0,59.99,0
PROTECT AMERICA,INBOUND,CALLBACK,12/30/13 5:49 PM,,0,0
GOOGLEPPC,152337,DNC,1/13/14 5:47 PM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/31/13 9:37 AM,,0,0
BINGPPC,INBOUND,PNS,12/31/13 10:30 AM,,0,0
GOOGLEPPC,152386,CALLBACK,12/31/13 3:13 PM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/31/13 11:52 AM,,0,0
GOOGLEPPC,152405,DNC,1/6/14 8:33 AM,,0,0
GOOGLEPPC,152433,ANSWERING MACHINE,1/1/14 9:24 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/31/13 3:03 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/31/13 5:36 PM,APPROVED 0,31.99,0
GOOGLEPPC,INBOUND,SOLD,12/31/13 6:06 PM,APPROVED DCS,0,0
GOOGLEPPC,152491,NOT SERVICABLE,1/10/14 8:28 AM,,0,0
GOOGLEPPC,152564,SOLD,1/1/14 12:49 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND CALLBACK,ANSWERING MACHINE,1/9/14 3:15 PM,,0,0
GOOGLEPPC,152710,TRANSFER,1/4/14 6:39 PM,,0,0
GOOGLEPPC,152731,UNDER CONTRACT,1/14/14 2:36 PM,,0,0
BINGPPC,152750,CALLBACK,1/9/14 10:01 AM,,0,0
GOOGLEPPC,152757,SOLD,1/2/14 12:37 PM,APPROVED 0,59.98,0
BINGPPC,INBOUND,SOLD,1/2/14 12:08 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,1/2/14 1:14 PM,,0,0
BINGPPC,INBOUND,SOLD,1/2/14 1:47 PM,APPROVED 0,41.99,0
GOOGLEPPC,152811,ANSWERING MACHINE,1/9/14 9:42 AM,,0,0
BINGPPC,INBOUND,TRANSFER,1/2/14 2:17 PM,,0,0
GOOGLE CALL METRICS,INBOUND,NOT SERVICABLE,1/2/14 2:44 PM,,0,0
GOOGLEPPC,152870,DNC,1/3/14 5:37 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/2/14 7:15 PM,APPROVED DCS,0,0
GOOGLEPPC,152889,BAD PHONE,1/8/14 5:04 PM,,0,0
GOOGLEPPC,152974,CALLBACK,1/9/14 9:28 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 9:30 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/3/14 11:17 AM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,DROPPED CALL,1/3/14 11:08 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/3/14 12:57 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 1:23 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/3/14 2:09 PM,APPROVED 0,44.99,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/3/14 1:50 PM,,0,0
BINGPPC,153054,,NULL,,0,0
BINGPPC,INBOUND,PNS,1/3/14 2:53 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 3:21 PM,,0,0
PROTECT AMERICA,INBOUND,UNDER CONTRACT,1/7/14 4:35 PM,,0,0
GOOGLEPPC,153156,CALLBACK,1/12/14 12:28 PM,,0,0
BINGPPC,153190,KILL LEAD,1/5/14 7:23 PM,,0,0
GOOGLE MAPS,INBOUND VOICEMAIL,DNC,1/9/14 8:35 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/4/14 11:36 AM,APPROVED 0,43.99,0
BINGPPC,INBOUND,PNS,1/4/14 11:43 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/9/14 3:55 PM,,0,0
BINGPPC,153245,KILL LEAD,1/6/14 3:16 PM,,0,0
BINGPPC,153249,KILL LEAD,1/5/14 3:29 PM,,0,0
GOOGLEPPC,153326,KILL LEAD,1/5/14 2:41 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,1/9/14 5:13 PM,,0,0
GOOGLEPPC,153395,UNDER CONTRACT,1/8/14 2:53 PM,,0,0
PROTECT AMERICA,INBOUND,NOT SERVICABLE,1/5/14 5:15 PM,,0,0
BINGPPC,INBOUND,DNC,1/12/14 5:16 PM,,0,0
BINGPPC,INBOUND CALLBACK,NOT INTERESTED,1/15/14 8:32 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 12:28 PM,,0,0
BINGPPC,INBOUND,SOLD,1/6/14 1:21 PM,APPROVED 0,29.99,0
BINGPPC,INBOUND,PNS,1/6/14 1:30 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/9/14 2:37 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 3:07 PM,,0,0
BINGPPC,INBOUND,CALLBACK,1/6/14 4:22 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/6/14 6:05 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 6:44 PM,,0,0
PROTECT AMERICA,153632,,NULL,,0,0
BINGPPC,INBOUND,SOLD,1/7/14 7:28 AM,APPROVED DCS,0,0
PROTECT AMERICA,153680,SOLD,1/7/14 9:40 AM,APPROVED 0,44.99,0
BINGPPC,153682,BAD PHONE,1/7/14 8:50 AM,,0,0
PROTECT AMERICA,MANUAL,SOLD,1/7/14 9:41 AM,APPROVED 0,46.99,79
GOOGLEPPC,INBOUND,SOLD,1/7/14 12:33 PM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,1/7/14 12:44 PM,,0,0
PROTECT AMERICA,153580,UNDER CONTRACT,1/8/14 9:32 AM,,0,0
GOOGLEPPC,153585,CALLBACK,1/12/14 11:10 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,UNDER CONTRACT,1/9/14 3:35 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/6/14 8:33 PM,,0,0
BINGPPC,153659,BAD PHONE,1/7/14 8:18 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,1/13/14 4:37 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/7/14 10:06 AM,APPROVED DCS,41.99,199
GOOGLEPPC,INBOUND,PNS,1/7/14 11:04 AM,,0,0
PROTECT AMERICA,153704,BAD PHONE,1/7/14 10:57 AM,,0,0
BINGPPC,INBOUND,SOLD,1/7/14 11:38 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,DNC,1/7/14 3:04 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/7/14 1:29 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,1/13/14 8:44 AM,,0,0
BINGPPC,INBOUND,DROPPED CALL,12/26/13 1:34 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,TRANSFER,12/26/13 1:30 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,12/26/13 2:31 PM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/26/13 3:11 PM,,0,0
BINGPPC,INBOUND CALLBACK,NOT SERVICABLE,12/29/13 3:12 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/26/13 4:30 PM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/26/13 6:32 PM,APPROVED 0,51.98,0
GOOGLEPPC,151444,SOLD,12/27/13 12:31 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 8:42 AM,,0,0
BINGPPC,INBOUND,SOLD,12/27/13 9:37 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,SOLD,12/27/13 10:20 AM,APPROVED DCS,0,0
GOOGLEPPC,151535,DNC,1/12/14 5:19 PM,,0,0
BINGPPC,INBOUND,KILL LEAD,12/27/13 11:51 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/27/13 12:14 PM,,0,0
BINGPPC,INBOUND,CALLBACK,12/27/13 1:07 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/27/13 1:37 PM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,CALLBACK,12/27/13 2:41 PM,,0,0
BINGPPC,INBOUND,PNS,12/27/13 3:34 PM,,0,0
BINGPPC,INBOUND,TRANSFER,1/3/14 2:12 PM,,0,0
BINGPPC,151725,NOT SERVICABLE,1/3/14 8:50 AM,,0,0
GOOGLEPPC,151730,SOLD,1/4/14 3:46 PM,APPROVED 0,51.99,0
GOOGLEPPC,INBOUND,CALLBACK,12/30/13 2:45 PM,,0,0
BINGPPC,151790,NOT INTERESTED,12/28/13 3:22 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/28/13 2:04 PM,,0,0
BINGPPC,151904,KILL LEAD,12/30/13 10:49 AM,,0,0
GOOGLEPPC,151918,PNS,12/30/13 10:27 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/29/13 11:01 AM,,0,0
GOOGLEPPC,INBOUND,DNC,12/29/13 2:05 PM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,SOLD,12/29/13 3:57 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 12:30 PM,APPROVED 0,58.99,118.5
PROTECT AMERICA,INBOUND,SOLD,12/30/13 12:37 PM,APPROVED 0,37.99,39.5
BINGPPC,152155,NO ANSWER,12/31/13 1:19 PM,,0,0
BINGPPC,INBOUND,NOT SERVICABLE,12/30/13 1:13 PM,,0,0
BINGPPC,INBOUND,SOLD,12/30/13 1:34 PM,APPROVED 0,31.99,395
GOOGLE CALL METRICS,INBOUND,SOLD,12/30/13 1:39 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/30/13 1:49 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/30/13 2:59 PM,,0,0
GOOGLEPPC,152201,UNDER CONTRACT,1/12/14 11:25 AM,,0,0
PROTECT AMERICA,152211,KILL LEAD,12/31/13 11:46 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 6:56 PM,APPROVED 0,50.99,0
GCI,MANUAL,SOLD,12/31/13 10:17 AM,APPROVED 0,42.99,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 4:58 PM,APPROVED DCS,0,0
GOOGLEPPC,152253,NO ANSWER,12/31/13 8:05 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/30/13 9:23 PM,APPROVED 0,50.98,0
BINGPPC,152330,BAD PHONE,1/1/14 9:32 AM,,0,0
GOOGLEPPC,152350,ANSWERING MACHINE,1/1/14 9:31 AM,,0,0
BINGPPC,INBOUND,PNS,12/31/13 11:10 AM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/31/13 2:09 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/31/13 5:08 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/31/13 6:10 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,KILL LEAD,1/1/14 8:12 AM,,0,0
GOOGLEPPC,152565,UNDER CONTRACT,1/6/14 8:32 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/1/14 1:18 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/2/14 1:08 PM,,0,0
GOOGLEPPC,152607,DNC,1/8/14 4:44 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/1/14 8:10 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/14/14 2:04 PM,APPROVED 0,44.99,0
BINGPPC,INBOUND,PNS,1/2/14 9:16 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,1/2/14 9:57 AM,,0,0
BINGPPC,INBOUND,PNS,1/2/14 12:37 PM,,0,0
BINGPPC,152786,UNDER CONTRACT,1/8/14 5:58 PM,,0,0
BINGPPC,INBOUND,PNS,1/2/14 3:05 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 3:29 PM,,0,0
BINGPPC,152836,SOLD,1/9/14 4:28 PM,APPROVED 0,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,1/2/14 4:27 PM,,0,0
BINGPPC,152843,CALLBACK,1/12/14 5:38 PM,,0,0
GOOGLEPPC,152845,NO ANSWER,1/12/14 8:00 PM,,0,0
GOOGLEPPC,152890,DNC,1/15/14 8:35 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/2/14 10:29 PM,APPROVED 0,44.99,0
GOOGLEPPC,152896,SOLD,1/14/14 12:57 PM,APPROVED 0,41.99,0
HOMESITE,MANUAL,SOLD,1/3/14 12:24 PM,APPROVED 0,31.99,0
GOOGLEPPC,153029,,NULL,,0,0
BINGPPC,INBOUND,CALLBACK,1/7/14 9:13 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 2:00 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 1:58 PM,,0,0
BINGPPC,153066,BAD PHONE,1/3/14 4:07 PM,,0,0
BINGPPC,153082,TRANSFER,1/3/14 3:56 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 3:38 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,DNC,NULL,,0,0
BINGPPC,153121,,NULL,,0,0
GOOGLEPPC,INBOUND,PNS,1/4/14 10:38 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/4/14 12:30 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,1/4/14 1:38 PM,,0,0
GOOGLEPPC,153330,KILL LEAD,1/10/14 1:06 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/8/14 1:46 PM,,0,0
BINGPPC,153373,CALLBACK,1/14/14 12:05 PM,,0,0
GOOGLEPPC,153390,SOLD,1/5/14 4:32 PM,APPROVED 0,54.98,138.5
GOOGLEPPC,INBOUND,DROPPED CALL,1/5/14 4:43 PM,,0,0
PROTECT AMERICA,151414,UNDER CONTRACT,1/11/14 5:45 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 8:42 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/27/13 9:16 AM,,0,0
GOOGLEPPC,INBOUND,RENTER,12/27/13 9:40 AM,,0,0
BINGPPC,151531,CALLBACK,12/27/13 10:26 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/27/13 11:58 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,DNC,12/27/13 11:49 AM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/27/13 12:40 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/27/13 2:11 PM,APPROVED 0,51.99,0
HOMESITE,MANUAL,DNC,12/28/13 11:36 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/27/13 2:52 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 7:00 PM,,0,0
BINGPPC,151720,NOT INTERESTED,12/30/13 2:01 PM,,0,0
GOOGLEPPC,151742,KILL LEAD,1/14/14 4:08 PM,,0,0
PROTECTAMERICA,MANUAL,SOLD,12/28/13 11:50 AM,APPROVED DCS,0,0
GOOGLEPPC,151783,DNC,12/31/13 11:47 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/28/13 12:43 PM,,0,0
GOOGLEPPC,151791,DNC,12/28/13 1:06 PM,,0,0
GOOGLEPPC,151795,KILL LEAD,1/1/14 2:30 PM,,0,0
BINGPPC,INBOUND,SOLD,12/28/13 3:19 PM,APPROVED 0,42.99,0
GOOGLEPPC,INBOUND,PNS,12/28/13 3:35 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/28/13 4:23 PM,,0,0
PROTECT AMERICA,151843,CALLBACK,12/30/13 3:58 PM,,0,0
BINGPPC,151860,SOLD,12/28/13 6:41 PM,APPROVED 0,46.99,199
GOOGLEPPC,151938,SOLD,12/30/13 2:57 PM,APPROVED DCS,0,0
GOOGLEPPC,151939,UNDER CONTRACT,12/31/13 11:48 AM,,0,0
PROTECT AMERICA,INBOUND,,12/29/13 12:31 PM,APPROVED 0,0,0
PROTECT AMERICA,INBOUND,PNS,12/29/13 8:12 PM,,0,0
PROTECT AMERICA,152023,KILL LEAD,1/10/14 12:59 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/30/13 9:51 AM,,0,0
BINGPPC,152112,UNDER CONTRACT,12/31/13 8:47 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 11:24 AM,APPROVED 0,19.99,0
GOOGLEPPC,INBOUND,PNS,12/30/13 11:36 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 1:00 PM,APPROVED 0,41.98,79.05
GOOGLEPPC,152136,UNDER CONTRACT,1/2/14 8:23 AM,,0,0
GOOGLEPPC,152141,CALLBACK,12/30/13 12:51 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/5/14 3:07 PM,,0,0
GOOGLEPPC,152167,ANSWERING MACHINE,12/31/13 1:08 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/1/14 1:17 PM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/30/13 2:35 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/30/13 4:22 PM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,SOLD,12/30/13 5:20 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/30/13 7:14 PM,,0,0
GOOGLEPPC,152374,SOLD,12/31/13 10:16 AM,APPROVED DCS,0,0
BINGPPC,INBOUND CALLBACK,NOT INTERESTED,1/13/14 5:47 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/31/13 12:33 PM,,0,0
GOOGLEPPC,152408,SOLD,12/31/13 12:52 PM,APPROVED DCS,41.99,276.5
GOOGLEPPC,INBOUND,SOLD,12/31/13 3:40 PM,APPROVED DCS,0,0
GOOGLEPPC,152538,NO ANSWER,1/9/14 10:05 AM,,0,0
GOOGLEPPC,152550,ANSWERING MACHINE,1/1/14 12:55 PM,,0,0
GOOGLEPPC,152591,DNC,1/4/14 3:03 PM,,0,0
GOOGLEPPC,152602,DROPPED CALL,1/8/14 10:56 AM,,0,0
GOOGLEPPC,152624,DROPPED CALL,1/9/14 3:22 PM,,0,0
GOOGLEPPC,152641,ANSWERING MACHINE,1/3/14 11:04 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/1/14 8:31 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/2/14 2:11 PM,,0,0
BINGPPC,152711,,NULL,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/2/14 9:57 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 10:47 AM,,0,0
GOOGLEPPC,152756,BAD PHONE,1/2/14 5:06 PM,,0,0
BINGPPC,INBOUND CALLBACK,KILL LEAD,1/9/14 3:22 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 12:27 PM,,0,0
GOOGLEPPC,152787,KILL LEAD,1/6/14 5:16 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/2/14 1:56 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,1/9/14 2:52 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/2/14 3:59 PM,,0,0
BINGPPC,INBOUND,SOLD,1/4/14 12:57 PM,APPROVED 0,54.98,0
GOOGLEPPC,INBOUND CALLBACK,DNC,1/6/14 5:35 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/2/14 6:29 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,1/2/14 9:04 PM,,0,0
PROTECT AMERICA,152914,KILL LEAD,1/11/14 11:41 AM,,0,0
GOOGLEPPC,152924,DNC,NULL,,0,0
BINGPPC,152946,DNC,1/3/14 8:18 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/3/14 8:51 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,1/3/14 9:38 AM,,0,0
BINGPPC,153006,CALLBACK,1/3/14 5:48 PM,,0,0
BINGPPC,INBOUND,PNS,1/3/14 11:39 AM,,0,0
BINGPPC,INBOUND,SOLD,1/3/14 11:38 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,1/3/14 12:59 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,UNDER CONTRACT,1/14/14 8:34 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/3/14 5:25 PM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,1/3/14 8:12 PM,,0,0
GOOGLEPPC,153146,DROPPED CALL,1/8/14 2:48 PM,,0,0
GOOGLEPPC,153148,ANSWERING MACHINE,1/10/14 4:54 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,ANSWERING MACHINE,1/6/14 2:58 PM,,0,0
GOOGLE CALL METRICS,INBOUND,DROPPED CALL,1/4/14 8:40 AM,,0,0
GOOGLEPPC,153217,ANSWERING MACHINE,1/9/14 1:55 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/4/14 11:29 AM,,0,0
BINGPPC,INBOUND,NOT SERVICABLE,12/27/13 7:48 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 8:33 AM,,0,0
GOOGLEPPC,151530,TRANSFER,1/15/14 1:08 PM,APPROVED 0,52.98,79.05
PROTECT AMERICA,INBOUND,PNS,12/27/13 11:20 AM,,0,0
GOOGLEPPC,151556,DNC,12/30/13 11:38 AM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/27/13 12:16 PM,APPROVED 0,46.99,0
GOOGLEPPC,INBOUND,PNS,12/27/13 11:22 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,1/1/14 2:49 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 12:17 PM,,0,0
GOOGLEPPC,151593,ANSWERING MACHINE,12/31/13 11:54 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/27/13 2:29 PM,,0,0
GOOGLEPPC,151611,PNS,12/27/13 3:28 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/7/14 3:22 PM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/27/13 4:12 PM,,0,0
BINGPPC,151621,DNC,12/31/13 2:51 PM,,0,0
